0,<e/><cc/>
1,<e/><ct/>
2,<e/><tc/>
3,<e/><tt/>
4,<f/><cc/>
5,<f/><ct/>
6,<f/><tc/>
7,<f/><tt/>
8,<rm-1/><rpEndDel/><cc/>
9,<rm-1/><rpEndDel/><ct/>
10,<rm-1/><rpEndSub/><cc/>
11,<rm-1/><rpEndSub/><ct/>
12,<rm-1/><rpMid/><cc/>
13,<rm-2/><rpEndDel/><cc/>
14,<rm-2/><rpEndDel/><ct/>
15,<rm-2/><rpEndSub/><cc/>
16,<rm-2/><rpEndSub/><ct/>
17,<rm-2/><rpMid/><cc/>
18,<rm-3/><rpEndDel/><cc/>
19,<rm-3/><rpEndDel/><ct/>
20,<rm-3/><rpEndSub/><cc/>
21,<rm-3/><rpEndSub/><ct/>
22,<rm-3/><rpMid/><cc/>
23,<rm-4/><rpEndDel/><cc/>
24,<rm-4/><rpEndDel/><ct/>
25,<rm-4/><rpEndSub/><cc/>
26,<rm-4/><rpEndSub/><ct/>
27,<rm-4/><rpMid/><cc/>
28,<rm-5/><rpEndDel/><cc/>
29,<rm-5/><rpEndDel/><ct/>
30,<rm-5/><rpEndSub/><cc/>
31,<rm-5/><rpEndSub/><ct/>
32,<rm-5/><rpMid/><cc/>
33,<rm-6/><rpEndDel/><cc/>
34,<rm-6/><rpEndDel/><ct/>
35,<rm-6/><rpEndSub/><cc/>
36,<rm-6/><rpMid/><cc/>
37,<rm-7/><rpEndDel/><cc/>
38,<rm-7/><rpEndDel/><ct/>
39,<rm-7/><rpEndSub/><cc/>
40,<rm-7/><rpEndSub/><ct/>
41,<rm-7/><rpMid/><cc/>
42,<rm-8/><rpEndDel/><cc/>
43,<rm-8/><rpEndDel/><ct/>
44,<rm-8/><rpEndSub/><cc/>
45,<rm-8/><rpMid/><cc/>
46,<rpEndSub/><cc/>
47,<rpEndSub/><ct/>
