0,<e/>
1,<f/>
2,<rm-1/><rpEndDel/>
3,<rm-1/><rpEndSub/>
4,<rm-1/><rpMid/>
5,<rm-2/><rpEndDel/>
6,<rm-2/><rpEndSub/>
7,<rm-2/><rpMid/>
8,<rm-3/><rpEndDel/>
9,<rm-3/><rpEndSub/>
10,<rm-3/><rpMid/>
11,<rm-4/><rpEndDel/>
12,<rm-4/><rpEndSub/>
13,<rm-4/><rpMid/>
14,<rm-5/><rpEndDel/>
15,<rm-5/><rpEndSub/>
16,<rm-5/><rpMid/>
17,<rm-6/><rpEndDel/>
18,<rm-6/><rpEndSub/>
19,<rm-6/><rpMid/>
20,<rm-7/><rpEndDel/>
21,<rm-7/><rpEndSub/>
22,<rm-7/><rpMid/>
23,<rm-8/><rpEndDel/>
24,<rm-8/><rpEndSub/>
25,<rm-8/><rpMid/>
26,<rpEndSub/>
