epoch,val_loss,val_f,test_loss,test_f
1,0.365826,0.905985805953,0.335874,0.909550053433
2,0.359143,0.90942999106,0.330025,0.913737674376
3,0.36257,0.910231182727,0.34395,0.913122407186
4,0.355182,0.910048785096,0.325157,0.915212073704
5,0.364818,0.908264205397,0.334863,0.914113137732
6,0.384967,0.904269729814,0.357247,0.910629456114
7,0.370365,0.909081128907,0.343657,0.914400364932
8,0.376159,0.9013881725,0.356101,0.904669011432
9,0.38528,0.898457696789,0.366488,0.901070993798
10,0.366599,0.905689431093,0.339342,0.912281934539
11,0.390168,0.908563395934,0.35468,0.915683824298
12,0.346805,0.914167821178,0.319888,0.919393106278
13,0.374109,0.910780084923,0.347369,0.915283232655
14,0.405565,0.889469624596,0.378028,0.896941129246
15,0.402686,0.903466417508,0.381397,0.907572534148
16,0.48497,0.885697415609,0.458837,0.889975657027
17,0.481084,0.888139264567,0.434335,0.894835434854
18,0.370449,0.908198887348,0.354956,0.912401916931
19,0.350209,0.91065590679,0.321951,0.914998601164
20,0.371413,0.910967649174,0.355789,0.914084132096
21,0.398642,0.908046477202,0.372826,0.912981660267
22,0.406033,0.910645412809,0.370514,0.914606261174
23,0.422259,0.900249854791,0.394042,0.903806989843
24,0.364565,0.910105078974,0.340578,0.916879908173
25,0.406847,0.90813778991,0.379682,0.913101378669
26,0.371288,0.916063354814,0.339427,0.920225959505
27,0.46466,0.885260611536,0.442091,0.891014740653
28,0.377685,0.910504314045,0.35208,0.915293228113
29,0.410489,0.907610546337,0.381607,0.910676732528
30,0.428381,0.891333704431,0.400162,0.894028144842
31,0.374382,0.90834868202,0.347496,0.912954848312
32,0.373717,0.907531342558,0.349545,0.911854045077
33,0.442447,0.891214872093,0.41196,0.893692474867
34,0.42806,0.907533474927,0.392258,0.914253117967
35,0.391372,0.90099916697,0.362999,0.90712652114
36,0.387197,0.909960495358,0.36326,0.915377807798
37,0.439942,0.902026176359,0.404179,0.907755216958
38,0.381486,0.904670727724,0.352736,0.91004914527
39,0.411134,0.903811083438,0.387714,0.907107600007
40,0.37653,0.904253614473,0.358428,0.909224543042
41,0.445533,0.893165624939,0.4169,0.898079973086
42,0.367324,0.904865113216,0.349074,0.906886511525
43,0.407451,0.913078707234,0.370788,0.917226010549
