epoch,heldout_loss,heldout_class_loss,val_tags_f,heldout_f_rmtto,heldout_frm,heldout_tto1,heldout_tto2,test_loss,test_class_loss,test_tags_f,test_f_rmtto,test_frm,test_tto1,test_tto2,train_loss
1,0.68368564257,5.43113922287,0.74087124261,695.952004288,107.847141771,235.248328338,943.131271478,0.659494110452,5.61645776898,0.747110366256,689.466095413,81.9002728999,267.228005527,915.542942494,0.712552081527
2,0.645181417215,5.17225214241,0.753021804914,697.300385728,207.427300646,293.328406467,827.093015093,0.622169397379,5.3585826804,0.758921474821,676.228940046,199.40248566,253.978967048,815.250095456,0.608149670861
3,0.626295939267,4.9828056591,0.759222488013,702.890218275,257.112834866,311.756473058,783.370123023,0.603894304029,5.1311540847,0.765681231773,710.461963834,266.921593946,315.393484884,773.302971826,0.573276034091
4,0.614019544231,4.85768743857,0.764363428175,721.059090086,282.920556745,350.240470588,763.225806452,0.592405229483,4.9857003686,0.770358313166,756.362726481,330.339549878,364.800094295,760.454474708,0.551402551746
5,0.605920775349,4.77356033791,0.767511191875,748.831964315,302.759450172,381.096408318,770.247699929,0.585119221432,4.89375839943,0.774086779167,779.426270956,363.975700426,397.303008766,747.536006228,0.535785887645
6,0.601421650958,4.71337842685,0.769852801332,761.512876455,318.622174381,400.954857008,762.80838962,0.581196710619,4.82877337242,0.775666375003,792.98842967,369.905430768,431.409649953,740.294802172,0.523770702702
7,0.59932249636,4.67345393966,0.771154280676,765.311465926,334.478490566,422.470783061,739.40761837,0.579496469129,4.77990420501,0.776280020511,813.647342106,383.744603554,472.275536683,732.672347018,0.513965049376
8,0.598742645641,4.64754897784,0.771253093898,778.155731951,328.530641984,458.113813459,739.89255618,0.579360395979,4.74267663115,0.776620474372,826.131327233,395.600375689,505.710253998,718.388867414,0.505572421564
9,0.599076763092,4.62864826345,0.771888314182,787.375195547,330.512295856,481.064904414,736.420537897,0.580237124299,4.71312706937,0.77728758105,836.318539656,409.427029649,537.040864256,699.722779923,0.498170897834
10,0.5997833762,4.61075134658,0.772612881134,805.507338788,334.475490858,512.561718197,739.621169916,0.581584340867,4.68687616757,0.777818586279,859.731985144,403.499757311,585.21808386,707.380130418,0.491499361307
11,0.60073209339,4.59082429847,0.772918116577,811.651485027,348.345176019,533.398773006,721.397632312,0.583264486312,4.66218571865,0.777678380122,892.512671377,413.37467763,625.943418284,724.016660356,0.485375536153
12,0.601906692299,4.56883274348,0.773214921976,827.122845739,358.247938353,555.819768813,721.916088766,0.58520769503,4.63944356755,0.777890530389,904.430762303,421.271159684,639.343157895,727.72556391,0.479675275503
13,0.603479894626,4.54601540759,0.772660845902,835.460080332,366.168659058,576.537720329,712.897453544,0.587525649366,4.61937268068,0.778003314522,907.543048822,413.371647277,640.910241387,739.326606876,0.474315824863
14,0.605513461986,4.52411426587,0.772697386785,850.448253145,395.85761043,588.479323308,703.384720795,0.590215942912,4.60257061231,0.777787020662,911.419021001,411.395593375,660.97401077,732.015613383,0.469238578948
15,0.608240776063,4.50555847497,0.772624434279,857.513567891,401.791334001,603.763213531,697.999317173,0.593480639825,4.58961949153,0.777752223502,926.741109184,429.162734128,686.013535589,722.884686689,0.464402106828
16,0.611453347196,4.49193921984,0.772298786702,871.131450723,407.724503885,617.349284541,706.149678293,0.597113825046,4.58128414348,0.777349836578,947.53212568,439.029768602,707.48695247,733.99340176,0.45977676997
17,0.614931149394,4.48248057525,0.771982712535,881.402092827,403.766933998,637.589130944,711.562562898,0.600913767451,4.57729933679,0.777348204223,961.892356386,442.974017281,723.81500466,742.804815761,0.455332239413
18,0.618691516157,4.47625150169,0.772099465256,893.982417306,409.700132781,652.624970719,716.398129593,0.604972350544,4.57579188772,0.777320057687,978.195510437,450.863629447,746.70246397,745.772032047,0.451052115539
19,0.622667839609,4.47292173282,0.772441106429,906.168882147,411.676868443,660.931115276,730.063081009,0.609219486835,4.57637735602,0.777025927417,991.038683858,454.807342242,757.953488372,756.38150289,0.446913436861
20,0.626834515757,4.47206108724,0.772668886721,920.940678172,417.60897853,679.107151231,736.158887786,0.613663435612,4.5783997933,0.776800699293,1013.57435735,456.77890763,787.039183863,770.993548387,0.442898417964
21,0.631099307654,4.47318388959,0.772449757987,934.255237889,415.631439106,702.261642874,742.530128416,0.618258852922,4.58160323695,0.776485906717,1023.24503731,460.721946466,804.579703429,770.307637402,0.43899604157
22,0.635519341432,4.47571188059,0.772319178629,949.418077709,417.608913709,726.89444185,747.224154906,0.623022900058,4.58644871452,0.776343499447,1037.04471534,468.609071537,814.06626506,780.332622601,0.435199275418
23,0.640359737618,4.479565848,0.77209276981,958.017715419,415.63015408,740.031694244,753.62924282,0.628184405957,4.59236609174,0.775733908908,1044.24875219,462.694431759,822.105019662,792.383233533,0.431513703547
24,0.645301569367,4.4842537978,0.77121418581,966.338916569,417.607681458,751.508837209,757.38690862,0.633481908485,4.59868617741,0.776106538333,1053.1013194,466.637542621,834.482502897,794.944425026,0.427942129574
25,0.650208998218,4.49012833444,0.771314465034,957.947452733,403.763358571,743.267303659,762.241935484,0.638836358939,4.60448642773,0.77567224494,1063.34691392,462.693827837,840.643934122,812.575579384,0.424499293266
26,0.65481532375,4.49486138761,0.771543686792,964.155701715,403.763662018,751.189353257,767.054288468,0.64377302696,4.60981457676,0.774755426558,1066.77786417,462.693525793,847.152244331,813.54264099,0.421144926417
27,0.658354558683,4.49803407611,0.771302045966,1000.63246356,405.742309988,785.115196649,803.179061602,0.647469200321,4.61669867804,0.775165586215,1093.14065739,456.777239636,887.547134935,832.289735668,0.417906673499
28,0.660277871859,4.50038194587,0.771940450986,1044.37212989,413.65335069,837.37514518,830.845834663,0.649732153488,4.62712728948,0.775865018748,1135.03858679,458.749451754,933.363489499,867.338820302,0.41477447637
29,0.661319581837,4.50274492538,0.772662712362,1101.46385424,415.631888536,910.569383514,870.166507177,0.651003763217,4.63629529771,0.776683523998,1181.91491387,456.777239636,993.397468354,902.809996577,0.411738287285
30,0.663670227954,4.50825742562,0.773479122105,1140.9324486,415.631760145,960.373874913,899.565743394,0.653627829301,4.64686314538,0.777372488467,1236.92622571,458.749154711,1058.93032881,945.020115922,0.408796452069
31,0.667333220023,4.51270704653,0.772856275588,1196.04418975,405.744695841,1039.93057776,940.677429566,0.657314930824,4.65331804637,0.77766397779,1276.44415606,472.550724638,1111.88995873,958.72360779,0.405895986916
32,0.671241905946,4.51777846441,0.77361305901,1237.92708631,405.745062448,1100.42378674,965.038862559,0.661312029511,4.66445951071,0.777381320832,1313.96467419,460.722146098,1166.50776965,991.552248901,0.403077062478
33,0.677119325013,4.53427581066,0.772852244887,1264.76312922,409.700880401,1138.08650362,978.103415857,0.667481515892,4.68016388006,0.776471483025,1357.87226703,478.4644042,1206.72917615,1021.82205931,0.400378260712
34,0.681806773811,4.54495264732,0.772989136078,1284.7425035,411.678944803,1170.60618371,984.380952381,0.672253133855,4.69551448065,0.77658675343,1380.78736793,480.43619546,1220.60958437,1049.66467463,0.397749920878
35,0.688459424917,4.55860445194,0.77145536972,1304.19033913,407.724688684,1183.63374578,1013.55081866,0.678438149895,4.71431521899,0.775504472196,1386.55567879,458.753802166,1238.51608518,1064.96274316,0.395171573304
36,0.692263688687,4.56163663634,0.771581395258,1333.83619178,409.702311982,1209.60971223,1043.89626428,0.681931419789,4.72122155923,0.775651745676,1421.83232849,450.865727928,1297.71139127,1085.13267327,0.392765623687
37,0.697981347566,4.58305187239,0.771271559765,1395.80030394,405.747503451,1289.57436356,1092.35952308,0.688047924859,4.74103852644,0.775319916252,1472.09375695,464.670153247,1366.93202147,1104.98851329,0.390300493091
38,0.706463772079,4.60685207456,0.770135320113,1346.17249434,415.635669824,1210.24035874,1061.45654163,0.696152427992,4.75280721704,0.773871626936,1445.78453376,446.921650299,1338.75351327,1097.91332682,0.388022374521
39,0.708873372216,4.60153697881,0.769943673926,1391.52027969,427.497834795,1244.44320215,1104.33201581,0.698346658467,4.7771458694,0.774302107601,1459.87401299,448.894604043,1349.3881932,1112.17283142,0.385869098732
40,0.725268371841,4.62343640739,0.76696844126,1229.93276422,423.543172772,1064.85901491,967.657728231,0.714587775068,4.77416172019,0.771691289407,1325.00447722,458.75715588,1177.66133033,1006.39505369,0.383825610155
41,0.728140483878,4.62090539128,0.767110127496,1288.05226609,433.426892986,1115.33513514,1022.26415094,0.7175478647,4.78295148749,0.771182640767,1365.13767594,462.700759648,1220.87054072,1038.83668179,0.381950139021
42,0.725649686922,4.61853523353,0.768975110646,1363.2277225,425.520653998,1199.13535354,1094.53401565,0.716004420692,4.76654686265,0.772348550851,1447.07761281,472.556281728,1301.44610578,1109.38501292,0.379893117029
43,0.733463946918,4.62123059175,0.768166931649,1346.04906336,427.496072802,1165.87812008,1090.62720478,0.723357107806,4.78089033926,0.770942186455,1449.40647703,486.351840034,1291.5455558,1110.37824,0.378075469606
44,0.739972813176,4.62710485913,0.767217930362,1337.06796265,433.42542933,1168.07482079,1066.47710266,0.728702765991,4.77886783791,0.769659192623,1445.15601868,500.139339777,1272.65437583,1107.0199683,0.376205457348
45,0.745259441236,4.63121501471,0.76701433539,1344.3167675,437.378185856,1156.38912604,1086.81048868,0.732614035807,4.7735462707,0.769458935197,1446.65599302,511.954171099,1262.60249554,1108.14908402,0.374832254351
46,0.748886328906,4.64747263758,0.765568128629,1286.15371547,423.543771317,1083.91704238,1056.21413783,0.735371576666,4.79345504084,0.768796316582,1414.1398615,498.170384779,1220.85542169,1097.1320278,0.373381680039
47,0.750661229215,4.62117292067,0.766016116495,1363.67221485,421.565066638,1154.03542601,1138.93396226,0.734959210339,4.79591152679,0.7703556161,1452.91445932,490.28989297,1237.16565792,1159.51022978,0.372071776547
