epoch,heldout_loss,heldout_class_loss,val_tags_f,heldout_f_rmtto,heldout_frm,heldout_tto1,heldout_tto2,test_loss,test_class_loss,test_tags_f,test_f_rmtto,test_frm,test_tto1,test_tto2,train_loss
1,0.56783422007,1.93708982892,0.778343123895,0.778343123895,0.778343123895,0.778343123895,0.778343123895,0.554634138895,1.98351994241,0.783648014074,0.783648014074,0.783648014074,0.783648014074,0.783648014074,0.631475096524
2,0.479754913135,1.70818516291,0.80516897812,0.80516897812,0.80516897812,0.80516897812,0.80516897812,0.472663179494,1.74570206624,0.807495334709,0.807495334709,0.807495334709,0.807495334709,0.807495334709,0.560450490977
3,0.466756023422,1.62638023489,0.811292702563,0.811292702563,0.811292702563,0.811292702563,0.811292702563,0.46006852527,1.66603870698,0.813133454253,0.813133454253,0.813133454253,0.813133454253,0.813133454253,0.539947373596
4,0.46102928707,1.58882758413,0.813736565594,0.813736565594,0.813736565594,0.813736565594,0.813736565594,0.454664196842,1.61751018389,0.817255397404,0.817255397404,0.817255397404,0.817255397404,0.817255397404,0.525833245811
5,0.462020107464,1.57781890349,0.814408099253,0.814408099253,0.814408099253,0.814408099253,0.814408099253,0.455980594868,1.59905097833,0.817292615476,0.817292615476,0.817292615476,0.817292615476,0.817292615476,0.514942714396
6,0.467225218451,1.58626172905,0.814876360588,0.814876360588,0.814876360588,0.814876360588,0.814876360588,0.461933569377,1.60728160124,0.818037950286,0.818037950286,0.818037950286,0.818037950286,0.818037950286,0.5057355121
7,0.474138738707,1.60372494182,0.813661419716,0.813661419716,0.813661419716,0.813661419716,0.813661419716,0.46973366652,1.62431132825,0.817325668279,0.817325668279,0.817325668279,0.817325668279,0.817325668279,0.497297375555
8,0.483350119119,1.62909909637,0.81257073737,0.81257073737,0.81257073737,0.81257073737,0.81257073737,0.479800194662,1.64651905063,0.815457874842,0.815457874842,0.815457874842,0.815457874842,0.815457874842,0.489337758529
9,0.496167646386,1.66391050332,0.809979683465,0.809979683465,0.809979683465,0.809979683465,0.809979683465,0.493612630439,1.67822329911,0.814171765092,0.814171765092,0.814171765092,0.814171765092,0.814171765092,0.481795278439
10,0.506254778976,1.6844752846,0.810327318506,0.810327318506,0.810327318506,0.810327318506,0.810327318506,0.504986626408,1.70144791889,0.813489407976,0.813489407976,0.813489407976,0.813489407976,0.813489407976,0.4744787395
11,0.521156947095,1.72158166318,0.808638624867,0.808638624867,0.808638624867,0.808638624867,0.808638624867,0.522868682969,1.74580713624,0.811393332226,0.811393332226,0.811393332226,0.811393332226,0.811393332226,0.467579822984
12,0.536613542747,1.75741252909,0.805985203938,0.805985203938,0.805985203938,0.805985203938,0.805985203938,0.53895948734,1.79153797687,0.807860653185,0.807860653185,0.807860653185,0.807860653185,0.807860653185,0.461328962952
13,0.553042600366,1.79631188314,0.803817432738,0.803817432738,0.803817432738,0.803817432738,0.803817432738,0.556415138262,1.82512110306,0.806484248089,0.806484248089,0.806484248089,0.806484248089,0.806484248089,0.455398516119
14,0.562785480238,1.81877001694,0.803858347836,0.803858347836,0.803858347836,0.803858347836,0.803858347836,0.568845762553,1.85846761458,0.805001941017,0.805001941017,0.805001941017,0.805001941017,0.805001941017,0.449928355537
15,0.563367115298,1.81576781633,0.803106679265,0.803106679265,0.803106679265,0.803106679265,0.803106679265,0.571329852359,1.8406300965,0.803952280891,0.803952280891,0.803952280891,0.803952280891,0.803952280891,0.445470982004
16,0.578647173832,1.83912744176,0.801058013815,0.801058013815,0.801058013815,0.801058013815,0.801058013815,0.587572591072,1.87504046881,0.802291394136,0.802291394136,0.802291394136,0.802291394136,0.802291394136,0.441503584263
