epoch,val_loss,val_f,val_f_rm,test_loss,test_f,test_f_rm,train_loss
1,0.285844,0.914187398938,0.22461928934,0.28408,0.915871567693,0.190369540873,0.277243665844
2,0.259664,0.923836172295,0.392257329917,0.259844,0.923572611875,0.34487394958,0.227151710263
3,0.250404,0.924023533821,0.419572553431,0.254793,0.922879262817,0.372279879478,0.205832606594
4,0.225587,0.933833993988,0.525299947835,0.230261,0.930687663003,0.466334164589,0.189320033929
5,0.22104,0.936111801238,0.574969021066,0.227537,0.933958985838,0.520190023753,0.178902636608
6,0.214221,0.936447431003,0.597778850797,0.218775,0.933523717279,0.542815674891,0.171584442824
7,0.208304,0.939002116591,0.600916325054,0.215351,0.935846967859,0.547694070467,0.165900095382
8,0.206808,0.939551816752,0.612964728313,0.212864,0.937201511881,0.563492063492,0.161011857806
9,0.205449,0.939854856259,0.616497829233,0.209977,0.937554063901,0.560736902706,0.15658582006
10,0.203016,0.942120015399,0.656960873521,0.207369,0.940535253594,0.615135135135,0.152785982119
11,0.199225,0.942221323007,0.644429001621,0.203689,0.94108113336,0.612568306011,0.14920936757
12,0.196017,0.943866452996,0.668030923147,0.200484,0.942403928387,0.630528586839,0.146050127718
13,0.201205,0.941604145732,0.627384689688,0.206804,0.938727621558,0.581069488133,0.143115465156
14,0.197893,0.943315711949,0.647807637907,0.203933,0.940104504421,0.607122982749,0.140743555089
15,0.197051,0.942460603006,0.673316708229,0.204646,0.940093203317,0.637392241379,0.138666844554
16,0.193362,0.944853897953,0.66697310963,0.196123,0.943054832926,0.641489074723,0.13646409203
17,0.193113,0.944556415397,0.661897069005,0.198071,0.942368083173,0.628306517589,0.134847533996
