epoch,val_loss,val_f,val_f_rm,test_loss,test_f,test_f_rm,train_loss
1,0.264638,0.921228057954,0.30387409201,0.258617,0.924714861718,0.263759828449,0.257644633813
2,0.229445,0.933443746386,0.517573548555,0.224677,0.934461880843,0.468058585229,0.200709300742
3,0.223601,0.932573974689,0.499071864227,0.222058,0.93325492473,0.451470123301,0.18105996264
4,0.207168,0.93839272221,0.56484295846,0.205909,0.938130400836,0.522105263158,0.170690824963
5,0.201312,0.940308588905,0.616421863713,0.201676,0.941069843092,0.573967889908,0.162843370929
6,0.195328,0.942643734781,0.63177925785,0.194424,0.943055687878,0.597183098592,0.15662392458
7,0.190487,0.94431482258,0.646768507638,0.191117,0.944758139584,0.603794642857,0.152004754313
8,0.188246,0.945018888624,0.656764910652,0.189368,0.945669667198,0.621237000547,0.147891991845
9,0.188403,0.944386005881,0.644946492271,0.189625,0.94459843226,0.606741573034,0.144466746165
10,0.185652,0.947422153724,0.690454950937,0.1845,0.947398576282,0.652770448549,0.141460503795
11,0.181808,0.947240467774,0.68166325835,0.181517,0.948190540325,0.646426652337,0.138552751503
12,0.180181,0.947589970704,0.688934333106,0.181246,0.948323663837,0.659229747676,0.136041011624
13,0.186899,0.945309893383,0.644311377246,0.189596,0.944659774062,0.601930721181,0.133647985815
14,0.182956,0.947337869745,0.668067226891,0.18426,0.947129376864,0.636663007684,0.131673217373
15,0.180182,0.948239835813,0.693002257336,0.180917,0.948609661707,0.664556962025,0.129863362115
16,0.180181,0.948916520905,0.69982078853,0.178651,0.950003253428,0.671739700866,0.127886477341
17,0.176909,0.949481406443,0.696791685495,0.177749,0.949695721263,0.672105263158,0.126533166189
18,0.18878,0.945372672369,0.657055069723,0.189259,0.945874202073,0.624755518301,0.125062023421
19,0.184335,0.947548247502,0.663538244955,0.185943,0.947457759721,0.632827586207,0.123776034478
20,0.187319,0.947858229988,0.67392815759,0.188375,0.947633377175,0.641561297416,0.122394215555
21,0.183261,0.948422089775,0.701413427562,0.18083,0.94983281652,0.678278688525,0.12146641227
22,0.188565,0.946576565811,0.659101654846,0.188264,0.9466652906,0.629568106312,0.120267934573
23,0.17848,0.94998729364,0.693942133816,0.17985,0.949792551135,0.668763102725,0.119263481234
24,0.176397,0.95000525019,0.702449888641,0.176746,0.950040109833,0.677461478193,0.118276133673
25,0.184694,0.94796844567,0.666666666667,0.18823,0.947286582792,0.641116890227,0.117227511351
26,0.178866,0.949299999222,0.694861300591,0.18138,0.948976732254,0.663643638304,0.116540843669
27,0.178481,0.949674989954,0.701426024955,0.181085,0.949081669484,0.673272490222,0.115532885248
28,0.177582,0.949971495578,0.705699711688,0.178951,0.950202269518,0.684703433923,0.114719671924
29,0.175793,0.950283802258,0.707371225577,0.178889,0.9503996633,0.681125742319,0.114235273099
30,0.178101,0.950651695962,0.711691762622,0.180538,0.951049944228,0.686412055079,0.113274304076
31,0.180738,0.950047890813,0.697114292206,0.183033,0.94978793142,0.668426610348,0.112608371883
32,0.176868,0.950961081708,0.712663755459,0.177628,0.95101076853,0.696221662469,0.112135149886
33,0.177223,0.951041082068,0.711721692887,0.1791,0.950784648183,0.687708493713,0.111352674876
34,0.178346,0.950312150102,0.713489409142,0.180889,0.950118287994,0.681630546956,0.110781793772
35,0.190025,0.947443709719,0.668391345249,0.193453,0.946436649292,0.635086752961,0.110069539939
36,0.182498,0.950256662147,0.698958804889,0.184284,0.950201636123,0.674901445466,0.109718716509
37,0.179207,0.950853046702,0.720792079208,0.180587,0.95066776973,0.698856416773,0.109171265976
38,0.179714,0.95105525853,0.721725866202,0.179327,0.951547349047,0.698275862069,0.10834725176
39,0.178186,0.950839098231,0.711886875829,0.17988,0.950899001513,0.687015002587,0.108201205832
40,0.192943,0.947476957728,0.677030162413,0.193944,0.947648860439,0.651353568499,0.10765012054
41,0.187838,0.949833189155,0.687068568799,0.189328,0.948782177144,0.653887688985,0.107247373084
42,0.190233,0.949823509091,0.695099818512,0.191924,0.948956998104,0.656038908403,0.106829580172
43,0.1842,0.948717871285,0.71724137931,0.183067,0.950112708908,0.695934148167,0.106553595594
44,0.192025,0.948171228001,0.680083275503,0.192406,0.948826694426,0.655657823498,0.106081544176
45,0.180507,0.951784799196,0.714380092491,0.182888,0.951194562801,0.680258064516,0.105640386173
46,0.182325,0.951236396137,0.711661872096,0.184178,0.951103762312,0.688710927409,0.105327260778
