epoch,heldout_loss,heldout_class_loss,val_tags_f,heldout_f_rmtto,heldout_frm,heldout_tto1,heldout_tto2,test_loss,test_class_loss,test_tags_f,test_f_rmtto,test_frm,test_tto1,test_tto2,train_loss
1,0.437490413205,0.973903001406,0.816436215757,0.816436215757,0.816436215757,0.816436215757,0.816436215757,0.420269713283,0.954843365658,0.819033240457,0.819033240457,0.819033240457,0.819033240457,0.819033240457,0.511641435962
2,0.383907280242,1.01798532221,0.825493870936,0.825493870936,0.825493870936,0.825493870936,0.825493870936,0.381916519545,0.991291670935,0.828422710137,0.828422710137,0.828422710137,0.828422710137,0.828422710137,0.470655184746
3,0.382210597819,1.01412231546,0.829229966014,0.829229966014,0.829229966014,0.829229966014,0.829229966014,0.379797923412,0.986494259497,0.831708759297,0.831708759297,0.831708759297,0.831708759297,0.831708759297,0.457901745481
4,0.3830274823,1.00852938031,0.831237219942,0.831237219942,0.831237219942,0.831237219942,0.831237219942,0.380411049867,0.98151217828,0.833527409682,0.833527409682,0.833527409682,0.833527409682,0.833527409682,0.448379709257
5,0.386664264687,1.01126534998,0.833177866187,0.833177866187,0.833177866187,0.833177866187,0.833177866187,0.384357104945,0.986775365421,0.833818441727,0.833818441727,0.833818441727,0.833818441727,0.833818441727,0.440373660497
6,0.392165910817,1.022276728,0.832891844633,0.832891844633,0.832891844633,0.832891844633,0.832891844633,0.390514981841,1.00031044594,0.834567103208,0.834567103208,0.834567103208,0.834567103208,0.834567103208,0.432994222466
7,0.398141914211,1.03406441166,0.833739124905,0.833739124905,0.833739124905,0.833739124905,0.833739124905,0.397099916199,1.01348513201,0.834896126792,0.834896126792,0.834896126792,0.834896126792,0.834896126792,0.425932412174
8,0.404773591513,1.04463241121,0.834000374881,0.834000374881,0.834000374881,0.834000374881,0.834000374881,0.404364427927,1.02578648357,0.834755935831,0.834755935831,0.834755935831,0.834755935831,0.834755935831,0.418971464868
9,0.412986549392,1.0636980077,0.833303239363,0.833303239363,0.833303239363,0.833303239363,0.833303239363,0.41284147154,1.04546801663,0.833850158819,0.833850158819,0.833850158819,0.833850158819,0.833850158819,0.411974347514
10,0.424926160674,1.10421857749,0.83164949425,0.83164949425,0.83164949425,0.83164949425,0.83164949425,0.424159709977,1.08475647582,0.831964776862,0.831964776862,0.831964776862,0.831964776862,0.831964776862,0.404946200782
11,0.437971726745,1.14911867686,0.830914937705,0.830914937705,0.830914937705,0.830914937705,0.830914937705,0.438335588617,1.13218770911,0.830513491,0.830513491,0.830513491,0.830513491,0.830513491,0.398171871169
12,0.452647793505,1.20037879663,0.827641172351,0.827641172351,0.827641172351,0.827641172351,0.827641172351,0.454288561254,1.18372214236,0.827954498676,0.827954498676,0.827954498676,0.827954498676,0.827954498676,0.391700564776
13,0.465143097169,1.24599202423,0.824908686666,0.824908686666,0.824908686666,0.824908686666,0.824908686666,0.465861233589,1.22759157394,0.825741471831,0.825741471831,0.825741471831,0.825741471831,0.825741471831,0.38563346039
14,0.472585292064,1.24563820903,0.826900033026,0.826900033026,0.826900033026,0.826900033026,0.826900033026,0.476219226813,1.23390097163,0.825523391784,0.825523391784,0.825523391784,0.825523391784,0.825523391784,0.379746052399
15,0.497437824604,1.33528287513,0.8236672668,0.8236672668,0.8236672668,0.8236672668,0.8236672668,0.502944623849,1.32090450658,0.821863259099,0.821863259099,0.821863259099,0.821863259099,0.821863259099,0.374685075006
16,0.499243893538,1.26526512618,0.825921200587,0.825921200587,0.825921200587,0.825921200587,0.825921200587,0.504722994981,1.24912243102,0.823436446934,0.823436446934,0.823436446934,0.823436446934,0.823436446934,0.371086676014
17,0.520631219774,1.30535291136,0.822789018605,0.822789018605,0.822789018605,0.822789018605,0.822789018605,0.526240334009,1.28764401087,0.821777276617,0.821777276617,0.821777276617,0.821777276617,0.821777276617,0.366034454831
18,0.528025716116,1.32514385897,0.824617139386,0.824617139386,0.824617139386,0.824617139386,0.824617139386,0.536098810273,1.31443841069,0.821197233264,0.821197233264,0.821197233264,0.821197233264,0.821197233264,0.361764408762
