epoch,heldout_loss,heldout_class_loss,val_tags_f,heldout_f_rmtto,heldout_frm,heldout_tto1,heldout_tto2,test_loss,test_class_loss,test_tags_f,test_f_rmtto,test_frm,test_tto1,test_tto2,train_loss
1,0.713323762673,5.25753406941,0.747514280308,0.747514280308,0.747514280308,0.747514280308,0.747514280308,0.6880929343,5.38830041255,0.75824941493,0.75824941493,0.75824941493,0.75824941493,0.75824941493,0.741649820705
2,0.605820437909,4.6368058172,0.774448997612,0.774448997612,0.774448997612,0.774448997612,0.774448997612,0.587071138979,4.81582369997,0.779284323033,0.779284323033,0.779284323033,0.779284323033,0.779284323033,0.646880987654
3,0.59168102438,4.57034809378,0.779352960668,0.779352960668,0.779352960668,0.779352960668,0.779352960668,0.574426214594,4.6778047363,0.78349214654,0.78349214654,0.78349214654,0.78349214654,0.78349214654,0.620653013913
4,0.586141098366,4.53243725919,0.781846505652,0.781846505652,0.781846505652,0.781846505652,0.781846505652,0.569487596048,4.60303895467,0.786016901384,0.786016901384,0.786016901384,0.786016901384,0.786016901384,0.604101395898
5,0.584553334051,4.47314680327,0.783409049468,0.783409049468,0.783409049468,0.783409049468,0.783409049468,0.566953851728,4.54080503272,0.788531571325,0.788531571325,0.788531571325,0.788531571325,0.788531571325,0.591429034661
6,0.587844141456,4.43862768444,0.784241303609,0.784241303609,0.784241303609,0.784241303609,0.784241303609,0.570568088461,4.50107258803,0.790125955143,0.790125955143,0.790125955143,0.790125955143,0.790125955143,0.580605995897
7,0.593822309313,4.44117188453,0.785078158919,0.785078158919,0.785078158919,0.785078158919,0.785078158919,0.591541270456,4.49075167836,0.787166385286,0.787166385286,0.787166385286,0.787166385286,0.787166385286,0.571129616663
8,0.599690973204,4.43257135805,0.785478173425,0.785478173425,0.785478173425,0.785478173425,0.785478173425,0.59445620542,4.53896695414,0.788465534662,0.788465534662,0.788465534662,0.788465534662,0.788465534662,0.562601134968
9,0.607410252862,4.39080161042,0.784419911944,0.784419911944,0.784419911944,0.784419911944,0.784419911944,0.595480226126,4.47641037994,0.789715048348,0.789715048348,0.789715048348,0.789715048348,0.789715048348,0.554819136409
10,0.618618835352,4.36940334898,0.78320177047,0.78320177047,0.78320177047,0.78320177047,0.78320177047,0.607312633093,4.44994646102,0.788602324437,0.788602324437,0.788602324437,0.788602324437,0.788602324437,0.54761927518
11,0.628002910028,4.38129949204,0.783734585064,0.783734585064,0.783734585064,0.783734585064,0.783734585064,0.611656872034,4.44110512413,0.789449769823,0.789449769823,0.789449769823,0.789449769823,0.789449769823,0.540717408949
12,0.639881265685,4.35138453534,0.782293856714,0.782293856714,0.782293856714,0.782293856714,0.782293856714,0.634372515564,4.45704662837,0.784685981224,0.784685981224,0.784685981224,0.784685981224,0.784685981224,0.534401682389
13,0.657422795569,4.38213528198,0.780205650697,0.780205650697,0.780205650697,0.780205650697,0.780205650697,0.640689933256,4.50256625725,0.785515800869,0.785515800869,0.785515800869,0.785515800869,0.785515800869,0.528277269823
14,0.66900473296,4.34054496364,0.779014447218,0.779014447218,0.779014447218,0.779014447218,0.779014447218,0.64870236097,4.49075160465,0.784765986565,0.784765986565,0.784765986565,0.784765986565,0.784765986565,0.522724527584
15,0.680746341282,4.33757786155,0.778885511044,0.778885511044,0.778885511044,0.778885511044,0.778885511044,0.664887619873,4.55248512851,0.783066422836,0.783066422836,0.783066422836,0.783066422836,0.783066422836,0.518397491961
16,0.688877510585,4.38093416685,0.776384099375,0.776384099375,0.776384099375,0.776384099375,0.776384099375,0.672992765883,4.54878431589,0.779579324598,0.779579324598,0.779579324598,0.779579324598,0.779579324598,0.513755838663
17,0.699558278092,4.39718782064,0.777304016335,0.777304016335,0.777304016335,0.777304016335,0.777304016335,0.678383453999,4.55925995352,0.782764346224,0.782764346224,0.782764346224,0.782764346224,0.782764346224,0.510082285897
18,0.70573216342,4.37663634931,0.776877519218,0.776877519218,0.776877519218,0.776877519218,0.776877519218,0.689253017607,4.53945354192,0.779381331487,0.779381331487,0.779381331487,0.779381331487,0.779381331487,0.506366246525
