epoch,val_loss,val_f,val_f_rm,test_loss,test_f,test_f_rm,train_loss
1,0.27175,0.917188677626,0.271320182094,0.26417,0.920863561756,0.222543352601,0.26433989553
2,0.239506,0.931252239473,0.48093220339,0.234227,0.932302802505,0.422733077905,0.210549463134
3,0.227261,0.931708268729,0.484300159659,0.226218,0.93176311653,0.440989847716,0.188208971134
4,0.209449,0.938490272427,0.587375091397,0.208186,0.937756686757,0.526377836723,0.175185077074
5,0.207394,0.93975691771,0.624383368569,0.206757,0.939169651105,0.581460674157,0.16638311493
6,0.199558,0.941885518772,0.649009672962,0.19648,0.942050104574,0.607211670795,0.15989161401
7,0.195289,0.94307023074,0.642691415313,0.193456,0.943377007706,0.595297372061,0.154949270378
8,0.192521,0.943839991895,0.642690331621,0.191922,0.944465523899,0.605219322599,0.150783210418
9,0.19116,0.943973543983,0.654032817194,0.18942,0.944621753956,0.624486442071,0.14738721467
10,0.188943,0.946874398751,0.690476190476,0.185563,0.947335901071,0.664914586071,0.144407808166
11,0.186526,0.946061846668,0.669374858948,0.183292,0.947103389129,0.638596491228,0.141624787351
12,0.18604,0.945291483883,0.682083520431,0.18423,0.94684998746,0.649169791109,0.139058064515
13,0.19162,0.943523741246,0.628530397319,0.189889,0.943639836159,0.595454545455,0.136721327746
14,0.186714,0.945511369937,0.658752327747,0.185847,0.945855807174,0.631318681319,0.134776686634
15,0.183887,0.947308935091,0.698196216454,0.18124,0.948507185269,0.677042801556,0.132855137374
16,0.184111,0.9477136968,0.699691765742,0.180306,0.949812617472,0.68878600823,0.130942360575
17,0.182274,0.947211121376,0.684956150214,0.181725,0.948323675424,0.660633484163,0.129420507707
18,0.193608,0.944590604175,0.652715730073,0.19199,0.944153500166,0.614653243848,0.127831280563
19,0.190482,0.944684992869,0.644917257683,0.190832,0.944332880393,0.604966139955,0.126250314461
20,0.191746,0.945849449349,0.670813176687,0.188946,0.946200725041,0.636537934812,0.125033682702
21,0.190336,0.945516847005,0.695384615385,0.184658,0.948488096696,0.677058976357,0.123859984351
22,0.191614,0.945536455143,0.662310385064,0.18978,0.945926740003,0.634990387256,0.122420657955
23,0.18447,0.947780592832,0.68135362253,0.182992,0.948251863064,0.650040225261,0.121442059134
24,0.18407,0.946937151015,0.688583652331,0.182251,0.948505156997,0.668607728957,0.120170203174
25,0.183049,0.947699674779,0.696714031972,0.181972,0.950251494664,0.689066942362,0.119153052518
26,0.187478,0.947771112821,0.691053327457,0.183512,0.949532286456,0.6735218509,0.118174136001
